,0
1899,0.3799
1900,0.3803
1901,0.3804
1902,0.3806
1903,0.3807
1904,0.3808
1905,0.3811
1906,0.3819
1907,0.3819
1908,0.3821
1909,0.3824
1910,0.3824
1911,0.3825
1912,0.3826
1913,0.3828
1914,0.3829
1915,0.3829
1916,0.383
1917,0.3832
1918,0.3834
1919,0.3835
1920,0.3837
1921,0.3838
1922,0.3839
1923,0.3841
1924,0.3843
1925,0.3844
1926,0.3844
1927,0.3845
1928,0.3846
1929,0.3849
1930,0.3849
1931,0.385
1932,0.3851
1933,0.3851
1934,0.3853
1935,0.3855
1936,0.3857
1937,0.3859
1938,0.386
1939,0.3865
1940,0.3866
1941,0.3869
1942,0.3869
1943,0.387
1944,0.3871
1945,0.3872
1946,0.3874
1947,0.3874
1948,0.3874
1949,0.3875
1950,0.3876
1951,0.3876
1952,0.388
1953,0.3881
1954,0.3882
1955,0.3884
1956,0.3885
1957,0.3887
1958,0.3887
1959,0.3888
1960,0.3888
1961,0.3891
1962,0.3891
1963,0.3893
1964,0.3894
1965,0.3896
1966,0.3903
1967,0.3903
1968,0.3906
1969,0.391
1970,0.3915
1971,0.3915
1972,0.3916
1973,0.3916
1974,0.3918
1975,0.3918
1976,0.3919
1977,0.392
1978,0.3922
1979,0.3923
1980,0.3924
1981,0.3924
1982,0.3931
1983,0.3932
1984,0.3934
1985,0.3941
1986,0.3944
1987,0.3946
1988,0.3947
1989,0.3947
1990,0.3949
1991,0.395
1992,0.3951
1993,0.3951
1994,0.3956
1995,0.3958
1996,0.3958
1997,0.396
1998,0.396
1999,0.3963
2000,0.3963
2001,0.3966
2002,0.3967
2003,0.3967
2004,0.3969
2005,0.397
2006,0.3971
2007,0.3972
2008,0.3974
2009,0.3974
2010,0.398
2011,0.398
2012,0.3981
2013,0.3983
2014,0.3983
2015,0.3985
2016,0.3986
2017,0.3987
2018,0.3988
2019,0.3989
2020,0.399
2021,0.3991
2022,0.3992
2023,0.3992
2024,0.3992
2025,0.3992
2026,0.3994
2027,0.3995
2028,0.3997
2029,0.3998
2030,0.4
2031,0.4001
2032,0.4005
2033,0.4006
2034,0.4008
2035,0.4008
2036,0.4009
2037,0.4015
2038,0.402
2039,0.402
2040,0.4023
2041,0.4025
2042,0.4027
2043,0.4029
2044,0.4033
2045,0.4033
2046,0.4034
2047,0.4035
2048,0.4036
2049,0.4037
2050,0.4038
2051,0.4039
2052,0.4039
2053,0.404
2054,0.404
2055,0.4042
2056,0.4042
2057,0.4043
2058,0.4044
2059,0.4046
2060,0.4048
2061,0.4049
2062,0.4053
2063,0.4054
2064,0.406
2065,0.406
2066,0.4061
2067,0.4064
2068,0.4067
2069,0.4068
2070,0.4069
2071,0.4069
2072,0.4071
2073,0.4072
2074,0.4072
2075,0.4073
2076,0.4073
2077,0.4073
2078,0.4075
2079,0.4075
2080,0.4079
2081,0.4082
2082,0.4082
2083,0.4084
2084,0.4085
2085,0.4086
2086,0.4086
2087,0.4091
2088,0.4092
2089,0.4098
2090,0.4098
2091,0.4099
2092,0.41
2093,0.4104
2094,0.4104
2095,0.4105
2096,0.4108
2097,0.4111
2098,0.4118
2099,0.412
2100,0.4127
2101,0.4129
2102,0.413
2103,0.4131
2104,0.4134
2105,0.4134
2106,0.4137
2107,0.4139
2108,0.414
2109,0.4142
2110,0.4143
2111,0.4144
2112,0.4146
2113,0.4147
2114,0.4153
2115,0.4158
2116,0.4159
2117,0.416
2118,0.416
2119,0.4162
2120,0.4163
2121,0.4164
2122,0.4164
2123,0.4165
2124,0.4171
2125,0.4172
2126,0.418
2127,0.4185
2128,0.4186
2129,0.4189
2130,0.419
2131,0.4192
2132,0.4192
2133,0.4194
2134,0.4196
2135,0.4197
2136,0.4197
2137,0.4203
2138,0.4204
2139,0.4204
2140,0.4205
2141,0.4206
2142,0.4216
2143,0.4222
2144,0.4223
2145,0.4228
2146,0.423
2147,0.4232
2148,0.4234
2149,0.4234
2150,0.4234
2151,0.4235
2152,0.4236
2153,0.4236
2154,0.4238
2155,0.4247
2156,0.4247
2157,0.4247
2158,0.4248
2159,0.425
2160,0.4253
2161,0.4253
2162,0.426
2163,0.4264
2164,0.4267
2165,0.4269
2166,0.4271
2167,0.4273
2168,0.4274
2169,0.4279
2170,0.428
2171,0.428
2172,0.4281
2173,0.4283
2174,0.4285
2175,0.429
2176,0.429
2177,0.4294
2178,0.4298
2179,0.43
2180,0.4302
2181,0.4309
2182,0.4311
2183,0.4311
2184,0.4313
2185,0.4316
2186,0.4317
2187,0.4319
2188,0.432
2189,0.432
2190,0.4321
2191,0.4321
2192,0.4321
2193,0.4325
2194,0.4325
2195,0.4327
2196,0.4328
2197,0.4328
2198,0.4332
2199,0.434
2200,0.4345
2201,0.4354
2202,0.4356
2203,0.4359
2204,0.436
2205,0.4362
2206,0.4362
2207,0.4365
2208,0.4366
2209,0.4368
2210,0.4368
2211,0.437
2212,0.437
2213,0.4371
2214,0.4371
2215,0.4376
2216,0.4376
2217,0.438
2218,0.4382
2219,0.4384
2220,0.4384
2221,0.4384
2222,0.4389
2223,0.4389
2224,0.439
2225,0.4391
2226,0.4399
2227,0.4403
2228,0.4403
2229,0.4404
2230,0.441
2231,0.4415
2232,0.4421
2233,0.4423
2234,0.4426
2235,0.4428
2236,0.4429
2237,0.4431
2238,0.4432
2239,0.4433
2240,0.4434
2241,0.4438
2242,0.4438
2243,0.4439
2244,0.4442
2245,0.4443
2246,0.4445
2247,0.4446
2248,0.4447
2249,0.4447
2250,0.4447
2251,0.4447
2252,0.4449
2253,0.4449
2254,0.4451
2255,0.4454
2256,0.4454
2257,0.4455
2258,0.4457
2259,0.446
2260,0.4461
2261,0.4462
2262,0.4462
2263,0.4464
2264,0.4468
2265,0.4469
2266,0.4475
2267,0.4475
2268,0.4476
2269,0.4478
2270,0.4481
2271,0.4483
2272,0.4486
2273,0.4489
2274,0.449
2275,0.449
2276,0.4493
2277,0.4493
2278,0.45
2279,0.4503
2280,0.4506
2281,0.4511
2282,0.4512
2283,0.4515
2284,0.4518
2285,0.4518
2286,0.452
2287,0.4524
2288,0.4527
2289,0.4528
2290,0.4531
2291,0.4532
2292,0.4532
2293,0.4532
2294,0.4534
2295,0.4534
2296,0.4535
2297,0.4537
2298,0.4539
2299,0.454
2300,0.454
2301,0.4541
2302,0.4543
2303,0.4543
2304,0.4555
2305,0.4556
2306,0.4559
2307,0.456
2308,0.4561
2309,0.4562
2310,0.4563
2311,0.4563
2312,0.4564
2313,0.4567
2314,0.4579
2315,0.4582
2316,0.4584
2317,0.4584
2318,0.4584
2319,0.459
2320,0.459
2321,0.4594
2322,0.4596
2323,0.4599
2324,0.4601
2325,0.4601
2326,0.4602
2327,0.4608
2328,0.4611
2329,0.4613
2330,0.4613
2331,0.4614
2332,0.4615
2333,0.4616
2334,0.462
2335,0.4621
2336,0.4621
2337,0.4627
2338,0.463
2339,0.4632
2340,0.4635
2341,0.4639
2342,0.4642
2343,0.4644
2344,0.4647
2345,0.4648
2346,0.4649
2347,0.4652
2348,0.4655
2349,0.4655
2350,0.4655
2351,0.4663
2352,0.4663
2353,0.4665
2354,0.4666
2355,0.4667
2356,0.4667
2357,0.4669
2358,0.4673
2359,0.4674
2360,0.4678
2361,0.4678
2362,0.4679
2363,0.468
2364,0.4681
2365,0.4681
2366,0.4685
2367,0.4685
2368,0.4687
2369,0.469
2370,0.4693
2371,0.4694
2372,0.4694
2373,0.4696
2374,0.4696
2375,0.4697
2376,0.4697
2377,0.4698
2378,0.4701
2379,0.4701
2380,0.4702
2381,0.4703
2382,0.4704
2383,0.4706
2384,0.4712
2385,0.4714
2386,0.4717
2387,0.4717
2388,0.4718
2389,0.4719
2390,0.472
2391,0.4721
2392,0.4728
2393,0.4736
2394,0.4738
2395,0.474
2396,0.4741
2397,0.4743
2398,0.4743
2399,0.4746
2400,0.4748
2401,0.4749
2402,0.4749
2403,0.475
2404,0.4755
2405,0.4757
2406,0.4759
2407,0.4766
2408,0.4767
2409,0.477
2410,0.477
2411,0.477
2412,0.4774
2413,0.4777
2414,0.4781
2415,0.4781
2416,0.4788
2417,0.4791
2418,0.4795
2419,0.4799
2420,0.4801
2421,0.4801
2422,0.4801
2423,0.4802
2424,0.4803
2425,0.4805
2426,0.4807
2427,0.4808
2428,0.4809
2429,0.4809
2430,0.4811
2431,0.4812
2432,0.4814
2433,0.4815
2434,0.4816
2435,0.4817
2436,0.4822
2437,0.4822
2438,0.4825
2439,0.4825
2440,0.4827
2441,0.4828
2442,0.4831
2443,0.4836
2444,0.4838
2445,0.4839
2446,0.4842
2447,0.4845
2448,0.4847
2449,0.4848
2450,0.4849
2451,0.4856
2452,0.4862
2453,0.4863
2454,0.4863
2455,0.4867
2456,0.4867
2457,0.4869
2458,0.487
2459,0.487
2460,0.4871
2461,0.4875
2462,0.4877
2463,0.4877
2464,0.4879
2465,0.4879
2466,0.488
2467,0.4882
2468,0.4883
2469,0.4888
2470,0.4891
2471,0.4894
2472,0.4896
2473,0.4899
2474,0.4902
2475,0.4903
2476,0.4904
2477,0.4905
2478,0.4906
2479,0.4908
2480,0.491
2481,0.4913
2482,0.4918
2483,0.4918
2484,0.492
2485,0.4922
2486,0.4925
2487,0.4927
2488,0.4928
2489,0.4928
2490,0.493
2491,0.4932
2492,0.4933
2493,0.4936
2494,0.4936
2495,0.4939
2496,0.4941
2497,0.4941
2498,0.4941
2499,0.4944
2500,0.4947
2501,0.4949
2502,0.495
2503,0.4952
2504,0.4954
2505,0.4956
2506,0.4956
2507,0.4957
2508,0.4958
2509,0.4958
2510,0.4959
2511,0.496
2512,0.496
2513,0.4961
2514,0.4962
2515,0.4964
2516,0.4967
2517,0.497
2518,0.497
2519,0.4973
2520,0.4974
2521,0.4974
2522,0.4974
2523,0.4975
2524,0.498
2525,0.4982
2526,0.4982
2527,0.4983
2528,0.4984
2529,0.4985
2530,0.4987
2531,0.4989
2532,0.4991
2533,0.4991
2534,0.4992
2535,0.4995
2536,0.4996
2537,0.5
2538,0.5002
2539,0.5005
2540,0.5006
2541,0.5009
2542,0.501
2543,0.5015
2544,0.5019
2545,0.502
2546,0.5021
2547,0.5024
2548,0.5028
2549,0.5029
2550,0.503
2551,0.503
2552,0.503
2553,0.5033
2554,0.5033
2555,0.5035
2556,0.5041
2557,0.5042
2558,0.5042
2559,0.5043
2560,0.5045
2561,0.5045
2562,0.5046
2563,0.5048
2564,0.5048
2565,0.5057
2566,0.5058
2567,0.506
2568,0.5064
2569,0.5065
2570,0.5066
2571,0.5066
2572,0.5069
2573,0.507
2574,0.5072
2575,0.5072
2576,0.5074
2577,0.5076
2578,0.5082
2579,0.5084
2580,0.509
2581,0.5091
2582,0.5091
2583,0.5092
2584,0.5093
2585,0.5095
2586,0.5097
2587,0.5099
2588,0.51
2589,0.5101
2590,0.5102
2591,0.5104
2592,0.5105
2593,0.5107
2594,0.5108
2595,0.5108
2596,0.5109
2597,0.511
2598,0.5111
2599,0.5115
2600,0.5115
2601,0.5118
2602,0.5119
2603,0.5123
2604,0.5127
2605,0.5127
2606,0.5129
2607,0.5131
2608,0.5132
2609,0.5134
2610,0.5137
2611,0.5138
2612,0.5138
2613,0.5145
2614,0.5147
2615,0.5148
2616,0.5149
2617,0.5151
2618,0.5153
2619,0.5155
2620,0.5155
2621,0.5156
2622,0.5157
2623,0.5158
2624,0.5162
2625,0.5163
2626,0.5164
2627,0.5166
2628,0.5174
2629,0.5175
2630,0.5178
2631,0.5181
2632,0.5181
2633,0.5182
2634,0.5182
2635,0.5185
2636,0.5189
2637,0.5192
2638,0.5192
2639,0.5194
2640,0.5195
2641,0.52
2642,0.52
2643,0.5201
2644,0.5208
2645,0.5209
2646,0.5209
2647,0.521
2648,0.5214
2649,0.5215
2650,0.5217
2651,0.5219
2652,0.5222
2653,0.5224
2654,0.5224
2655,0.5225
2656,0.5226
2657,0.5227
2658,0.5229
2659,0.523
2660,0.523
2661,0.5241
2662,0.5242
2663,0.5248
2664,0.525
2665,0.5251
2666,0.5251
2667,0.5253
2668,0.5254
2669,0.5254
2670,0.5255
2671,0.5257
2672,0.5258
2673,0.5259
2674,0.5269
2675,0.5269
2676,0.5273
2677,0.5275
2678,0.5286
2679,0.5287
2680,0.5296
2681,0.53
2682,0.5302
2683,0.5304
2684,0.5304
2685,0.5306
2686,0.5306
2687,0.5306
2688,0.5307
2689,0.531
2690,0.5315
2691,0.5315
2692,0.5317
2693,0.5324
2694,0.5325
2695,0.5325
2696,0.5329
2697,0.5331
2698,0.5333
2699,0.5333
2700,0.5334
2701,0.5335
2702,0.5335
2703,0.534
2704,0.5347
2705,0.5351
2706,0.5352
2707,0.5354
2708,0.5355
2709,0.5358
2710,0.5359
2711,0.5362
2712,0.5366
2713,0.5366
2714,0.537
2715,0.5371
2716,0.5376
2717,0.538
2718,0.5383
2719,0.5385
2720,0.5388
2721,0.5388
2722,0.539
2723,0.5393
2724,0.5395
2725,0.5399
2726,0.5399
2727,0.54
2728,0.5402
2729,0.5403
2730,0.5404
2731,0.5405
2732,0.5406
2733,0.5409
2734,0.541
2735,0.5415
2736,0.5415
2737,0.5417
2738,0.5417
2739,0.5419
2740,0.5419
2741,0.542
2742,0.5426
2743,0.543
2744,0.5434
2745,0.5434
2746,0.5435
2747,0.544
2748,0.5442
2749,0.5442
2750,0.5443
2751,0.5444
2752,0.5446
2753,0.5449
2754,0.5449
2755,0.5449
2756,0.5453
2757,0.5457
2758,0.5459
2759,0.546
2760,0.5463
2761,0.5465
2762,0.5466
2763,0.5466
2764,0.547
2765,0.5479
2766,0.548
2767,0.5481
2768,0.5485
2769,0.5486
2770,0.5489
2771,0.55
2772,0.55
2773,0.5503
2774,0.5505
2775,0.5508
2776,0.5509
2777,0.5509
2778,0.551
2779,0.551
2780,0.5511
2781,0.5513
2782,0.5516
2783,0.5518
2784,0.5518
2785,0.5519
2786,0.5519
2787,0.5523
2788,0.5524
2789,0.5525
2790,0.5527
2791,0.5528
2792,0.5528
2793,0.5531
2794,0.5536
2795,0.5538
2796,0.5539
2797,0.5542
2798,0.5546
2799,0.5549
2800,0.555
2801,0.5555
2802,0.5556
2803,0.5559
2804,0.5565
2805,0.5567
2806,0.5571
2807,0.5571
2808,0.5573
2809,0.5573
2810,0.5574
2811,0.5577
2812,0.5582
2813,0.5584
2814,0.5585
2815,0.5591
2816,0.5595
2817,0.5596
2818,0.5601
2819,0.5602
2820,0.5602
2821,0.5604
2822,0.5605
2823,0.5608
2824,0.5609
2825,0.5609
2826,0.5614
2827,0.5615
2828,0.5618
2829,0.5624
2830,0.5627
2831,0.563
2832,0.5632
2833,0.5633
2834,0.5638
2835,0.5639
2836,0.5641
2837,0.5641
2838,0.5641
2839,0.5642
2840,0.5645
2841,0.5646
2842,0.5651
2843,0.5651
2844,0.5663
2845,0.5664
2846,0.5665
2847,0.5665
2848,0.5669
2849,0.5671
2850,0.5671
2851,0.5671
2852,0.5672
2853,0.5681
2854,0.5682
2855,0.5682
2856,0.5686
2857,0.5686
2858,0.5689
2859,0.5694
2860,0.5695
2861,0.5696
2862,0.57
2863,0.5703
2864,0.5703
2865,0.5703
2866,0.5704
2867,0.5716
2868,0.5716
2869,0.5721
2870,0.5722
2871,0.5733
2872,0.5736
2873,0.574
2874,0.5742
2875,0.5742
2876,0.5743
2877,0.5744
2878,0.5745
2879,0.5747
2880,0.5751
2881,0.5753
2882,0.5754
2883,0.5757
2884,0.5758
2885,0.5758
2886,0.5759
2887,0.5759
2888,0.576
2889,0.5761
2890,0.5762
2891,0.5764
2892,0.5764
2893,0.5766
2894,0.5766
2895,0.5767
2896,0.5769
2897,0.5771
2898,0.5774
2899,0.5776
2900,0.5778
2901,0.5784
2902,0.5788
2903,0.5796
2904,0.5796
2905,0.5796
2906,0.5796
2907,0.58
2908,0.5801
2909,0.5801
2910,0.5801
2911,0.5802
2912,0.5803
2913,0.5805
2914,0.5806
2915,0.5806
2916,0.581
2917,0.5814
2918,0.5815
2919,0.5819
2920,0.5827
2921,0.5829
2922,0.583
2923,0.5831
2924,0.5832
2925,0.5835
2926,0.5836
2927,0.5836
2928,0.5837
2929,0.5839
2930,0.5839
2931,0.5841
2932,0.5842
2933,0.5845
2934,0.5845
2935,0.5847
2936,0.5848
2937,0.5853
2938,0.5855
2939,0.5855
2940,0.5856
2941,0.5856
2942,0.5857
2943,0.5857
2944,0.5863
2945,0.5863
2946,0.5864
2947,0.5871
2948,0.5872
2949,0.5879
2950,0.588
2951,0.5883
2952,0.5884
2953,0.5886
2954,0.5887
2955,0.5893
2956,0.5895
2957,0.5896
2958,0.5898
2959,0.5906
2960,0.5908
2961,0.5909
2962,0.591
2963,0.5912
2964,0.5912
2965,0.5915
2966,0.5915
2967,0.5918
2968,0.5919
2969,0.592
2970,0.5921
2971,0.5923
2972,0.5923
2973,0.5926
2974,0.5927
2975,0.5928
2976,0.5929
2977,0.5931
2978,0.5931
2979,0.5932
2980,0.5933
2981,0.5934
2982,0.5935
2983,0.594
2984,0.5943
2985,0.5943
2986,0.5944
2987,0.5949
2988,0.5958
2989,0.5958
2990,0.5959
2991,0.5963
2992,0.5963
2993,0.5964
2994,0.5965
2995,0.5966
2996,0.5972
2997,0.5975
2998,0.5976
2999,0.5978
3000,0.5978
3001,0.5979
3002,0.598
3003,0.5983
3004,0.5985
3005,0.5986
3006,0.5987
3007,0.5996
3008,0.5997
3009,0.6006
3010,0.6011
3011,0.602
3012,0.602
3013,0.6027
3014,0.6027
3015,0.6031
3016,0.6032
3017,0.6033
3018,0.6041
3019,0.6047
3020,0.6056
3021,0.6056
3022,0.6057
3023,0.6064
3024,0.607
3025,0.607
3026,0.607
3027,0.6071
3028,0.6073
3029,0.6076
3030,0.6077
3031,0.6082
3032,0.6084
3033,0.6085
3034,0.6085
3035,0.6086
3036,0.6086
3037,0.6087
3038,0.6088
3039,0.6089
3040,0.6091
3041,0.6096
3042,0.6098
3043,0.6101
3044,0.6108
3045,0.6111
3046,0.6114
3047,0.6115
3048,0.6116
3049,0.612
3050,0.6121
3051,0.6122
3052,0.6125
3053,0.6136
3054,0.6138
3055,0.6141
3056,0.6143
3057,0.6146
3058,0.6146
3059,0.6147
3060,0.615
3061,0.615
3062,0.615
3063,0.6152
3064,0.6154
3065,0.6154
3066,0.6154
3067,0.6158
3068,0.6159
3069,0.616
3070,0.6161
3071,0.6162
3072,0.6164
3073,0.6164
3074,0.6164
3075,0.6165
3076,0.6167
3077,0.6168
3078,0.6168
3079,0.6168
3080,0.6173
3081,0.6178
3082,0.6179
3083,0.618
3084,0.6185
3085,0.6186
3086,0.619
3087,0.619
3088,0.619
3089,0.6191
3090,0.6192
3091,0.6193
3092,0.6193
3093,0.6195
3094,0.6198
3095,0.62
3096,0.62
3097,0.62
3098,0.6202
3099,0.6205
3100,0.6206
3101,0.6207
3102,0.6211
3103,0.6213
3104,0.6215
3105,0.6216
3106,0.6218
3107,0.6219
3108,0.622
3109,0.6222
3110,0.6223
3111,0.6224
3112,0.6229
3113,0.6232
3114,0.6232
3115,0.6232
3116,0.6233
3117,0.6233
3118,0.6235
3119,0.6236
3120,0.6236
3121,0.6237
3122,0.6238
3123,0.6243
3124,0.6246
3125,0.6246
3126,0.6247
3127,0.6247
3128,0.6248
3129,0.625
3130,0.6251
3131,0.6255
3132,0.6256
3133,0.6257
3134,0.6262
3135,0.6264
3136,0.6271
3137,0.6274
3138,0.6275
3139,0.6277
3140,0.6283
3141,0.6284
3142,0.6287
3143,0.6293
3144,0.6296
3145,0.6297
3146,0.6297
3147,0.6298
3148,0.6299
3149,0.63
3150,0.6305
3151,0.6309
3152,0.6314
3153,0.6317
3154,0.6319
3155,0.6324
3156,0.6324
3157,0.6327
3158,0.6328
3159,0.6329
3160,0.6331
3161,0.6333
3162,0.6334
3163,0.6335
3164,0.6336
3165,0.6342
3166,0.6344
3167,0.6345
3168,0.6345
3169,0.6346
3170,0.6347
3171,0.6349
3172,0.6349
3173,0.6355
3174,0.6355
3175,0.6355
3176,0.6356
3177,0.636
3178,0.6363
3179,0.6364
3180,0.6367
3181,0.6368
3182,0.637
3183,0.6371
3184,0.6374
3185,0.6376
3186,0.6377
3187,0.6377
3188,0.6378
3189,0.6381
3190,0.6382
3191,0.6385
3192,0.6386
3193,0.6387
3194,0.6391
3195,0.6394
3196,0.6399
3197,0.6399
3198,0.6401
3199,0.6408
3200,0.6411
3201,0.6412
3202,0.6412
3203,0.6413
3204,0.6414
3205,0.6415
3206,0.6416
3207,0.6416
3208,0.6418
3209,0.6426
3210,0.6429
3211,0.643
3212,0.6439
3213,0.6441
3214,0.6441
3215,0.6447
3216,0.6448
3217,0.6448
3218,0.6449
3219,0.6449
3220,0.645
3221,0.645
3222,0.6454
3223,0.6455
3224,0.6456
3225,0.6458
3226,0.6458
3227,0.6459
3228,0.646
3229,0.6464
3230,0.6464
3231,0.6466
3232,0.6469
3233,0.6474
3234,0.6475
3235,0.6476
3236,0.6478
3237,0.6482
3238,0.6483
3239,0.6485
3240,0.6495
3241,0.6496
3242,0.6497
3243,0.6498
3244,0.6505
3245,0.6508
3246,0.6508
3247,0.6508
3248,0.6509
3249,0.6509
3250,0.651
3251,0.6515
3252,0.6519
3253,0.6524
3254,0.6524
3255,0.6525
3256,0.6528
3257,0.6529
3258,0.6532
3259,0.6533
3260,0.6534
3261,0.6535
3262,0.6535
3263,0.654
3264,0.6543
3265,0.6543
3266,0.6545
3267,0.6546
3268,0.6551
3269,0.6551
3270,0.6553
3271,0.6554
3272,0.6554
3273,0.6556
3274,0.6556
3275,0.6558
3276,0.6559
3277,0.6559
3278,0.6564
3279,0.6567
3280,0.6567
3281,0.6568
3282,0.6569
3283,0.6571
3284,0.6571
3285,0.6573
3286,0.6576
3287,0.6577
3288,0.658
3289,0.658
3290,0.6582
3291,0.6582
3292,0.6583
3293,0.6586
3294,0.6591
3295,0.6593
3296,0.6594
3297,0.6594
3298,0.6594
3299,0.6598
3300,0.6598
3301,0.6598
3302,0.6604
3303,0.6607
3304,0.661
3305,0.6617
3306,0.6617
3307,0.6627
3308,0.6629
3309,0.6629
3310,0.6631
3311,0.6633
3312,0.6636
3313,0.6639
3314,0.6641
3315,0.6642
3316,0.6646
3317,0.6649
3318,0.6649
3319,0.6651
3320,0.6653
3321,0.6656
3322,0.6656
3323,0.6658
3324,0.6658
3325,0.666
3326,0.666
3327,0.6661
3328,0.6662
3329,0.6662
3330,0.6665
3331,0.6667
3332,0.6668
3333,0.6671
3334,0.6675
3335,0.6678
3336,0.6679
3337,0.668
3338,0.668
3339,0.6681
3340,0.6697
3341,0.67
3342,0.67
3343,0.6702
3344,0.6705
3345,0.6706
3346,0.6706
3347,0.6706
3348,0.6708
3349,0.6711
3350,0.6714
3351,0.6714
3352,0.6717
3353,0.6718
3354,0.6722
3355,0.6723
3356,0.673
3357,0.6732
3358,0.6736
3359,0.6737
3360,0.6738
3361,0.674
3362,0.6742
3363,0.6745
3364,0.6746
3365,0.6749
3366,0.6749
3367,0.6754
3368,0.6757
3369,0.6761
3370,0.6764
3371,0.6765
3372,0.6765
3373,0.6766
3374,0.6766
3375,0.6775
3376,0.6777
3377,0.6783
3378,0.679
3379,0.6794
3380,0.6798
3381,0.6799
3382,0.6799
3383,0.68
3384,0.6801
3385,0.6805
3386,0.6813
3387,0.6815
3388,0.6818
3389,0.6819
3390,0.6822
3391,0.6823
3392,0.6826
3393,0.6831
3394,0.6831
3395,0.6832
3396,0.6842
3397,0.6844
3398,0.6845
3399,0.6847
3400,0.6847
3401,0.6849
3402,0.685
3403,0.6851
3404,0.6852
3405,0.6857
3406,0.6859
3407,0.686
3408,0.686
3409,0.6862
3410,0.6864
3411,0.687
3412,0.687
3413,0.6872
3414,0.6875
3415,0.6876
3416,0.6879
3417,0.6884
3418,0.6886
3419,0.689
3420,0.6893
3421,0.6895
3422,0.6901
3423,0.6906
3424,0.6909
3425,0.691
3426,0.6917
3427,0.6918
3428,0.6924
3429,0.6926
3430,0.6928
3431,0.6935
3432,0.6936
3433,0.6938
3434,0.6939
3435,0.6939
3436,0.694
3437,0.6941
3438,0.6943
3439,0.6944
3440,0.6949
3441,0.6949
3442,0.695
3443,0.6953
3444,0.6954
3445,0.6958
3446,0.6959
3447,0.6959
3448,0.696
3449,0.6969
3450,0.697
3451,0.6971
3452,0.6973
3453,0.6974
3454,0.6975
3455,0.6978
3456,0.6982
3457,0.6982
3458,0.6988
3459,0.6988
3460,0.699
3461,0.699
3462,0.6994
3463,0.6995
3464,0.6995
3465,0.6999
3466,0.7001
3467,0.7002
3468,0.7003
3469,0.7004
3470,0.7007
3471,0.7009
3472,0.701
3473,0.7012
3474,0.7015
3475,0.7016
3476,0.7018
3477,0.702
3478,0.702
3479,0.702
3480,0.7021
3481,0.7022
3482,0.7023
3483,0.7029
3484,0.703
3485,0.7032
3486,0.7033
3487,0.7038
3488,0.7041
3489,0.7041
3490,0.7042
3491,0.7042
3492,0.705
3493,0.705
3494,0.7051
3495,0.7054
3496,0.7054
3497,0.7055
3498,0.7056
3499,0.7058
3500,0.7061
3501,0.7064
3502,0.7066
3503,0.7067
3504,0.7068
3505,0.707
3506,0.7072
3507,0.7073
3508,0.7073
3509,0.7074
3510,0.708
3511,0.708
3512,0.7094
3513,0.7096
3514,0.7097
3515,0.7099
3516,0.7099
3517,0.71
3518,0.71
3519,0.7103
3520,0.7104
3521,0.7106
3522,0.7109
3523,0.711
3524,0.711
3525,0.7111
3526,0.7113
3527,0.7116
3528,0.7117
3529,0.7118
3530,0.7118
3531,0.7118
3532,0.7119
3533,0.7125
3534,0.7126
3535,0.7128
3536,0.7132
3537,0.7133
3538,0.714
3539,0.7142
3540,0.7143
3541,0.7144
3542,0.7145
3543,0.7146
3544,0.7148
3545,0.7152
3546,0.7154
3547,0.7156
3548,0.7161
3549,0.7163
3550,0.7165
3551,0.7167
3552,0.7167
3553,0.7168
3554,0.7174
3555,0.7174
3556,0.718
3557,0.718
3558,0.7181
3559,0.7181
3560,0.7186
3561,0.7186
3562,0.7189
3563,0.7189
3564,0.719
3565,0.719
3566,0.7191
3567,0.7192
3568,0.7195
3569,0.7196
3570,0.7198
3571,0.72
3572,0.72
3573,0.7202
3574,0.7204
3575,0.7204
3576,0.7205
3577,0.7205
3578,0.7205
3579,0.7206
3580,0.7207
3581,0.7209
3582,0.7212
3583,0.7214
3584,0.7215
3585,0.7217
3586,0.722
3587,0.7223
3588,0.7225
3589,0.7227
3590,0.7231
3591,0.7232
3592,0.7232
3593,0.7232
3594,0.7235
3595,0.7238
3596,0.724
3597,0.7243
3598,0.7244
3599,0.7247
3600,0.725
3601,0.7252
3602,0.7254
3603,0.7254
3604,0.7255
3605,0.7255
3606,0.7256
3607,0.7264
3608,0.7264
3609,0.7264
3610,0.7269
3611,0.7272
3612,0.7272
3613,0.7273
3614,0.7274
3615,0.7276
3616,0.7276
3617,0.7277
3618,0.7281
3619,0.7283
3620,0.7288
3621,0.7288
3622,0.7291
3623,0.7292
3624,0.7293
3625,0.7293
3626,0.7295
3627,0.7297
3628,0.7297
3629,0.7302
3630,0.7303
3631,0.7303
3632,0.7305
3633,0.7307
3634,0.7308
3635,0.7313
3636,0.7313
3637,0.7314
3638,0.7318
3639,0.7319
3640,0.7319
3641,0.7322
3642,0.7322
3643,0.7322
3644,0.7327
3645,0.733
3646,0.733
3647,0.7332
3648,0.7333
3649,0.7333
3650,0.7335
3651,0.7339
3652,0.7342
3653,0.7352
3654,0.7355
3655,0.7356
3656,0.7357
3657,0.7357
3658,0.7362
3659,0.7368
3660,0.7371
3661,0.7372
3662,0.7373
3663,0.7377
3664,0.7378
3665,0.738
3666,0.7383
3667,0.7386
3668,0.7387
3669,0.7387
3670,0.7387
3671,0.7392
3672,0.7395
3673,0.74
